"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","1","...","All industry total",14424,15181,16170,17188,18772,19306,19798,20262,19982,20448,21718,22647,23510,23930
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","2","..."," Private industries",11999,12621,13488,14392,15794,16197,16493,16827,16522,16915,18069,18951,19753,20053
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",630,706,811,816,846,922,893,857,1150,1050,974,997,1197,1229
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","4","111-112","   Farms",482,540,609,596,644,687,633,601,892,765,645,609,787,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","5","113-115","   Forestry, fishing, and related activities",148,166,201,220,201,235,260,256,257,286,329,388,410,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","6","21","  Mining",301,201,204,260,367,537,657,746,459,534,888,972,924,654
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","7","211","   Oil and gas extraction",175,89,96,133,234,345,415,513,275,344,"(D)","(D)",711,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","8","212","   Mining, except oil and gas",61,61,66,80,81,98,144,121,116,95,"(D)","(D)",109,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","9","213","   Support activities for mining",64,52,42,47,52,94,99,112,67,95,105,"(D)",104,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","10","22","  Utilities",82,124,129,135,125,151,157,141,159,113,114,97,102,102
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","11","23","  Construction",596,611,719,915,1014,1055,1091,962,794,716,716,742,775,787
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","12","31-33","  Manufacturing",1408,1316,1567,1486,1801,1832,1813,1928,1881,1767,1785,1906,2001,2064
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","13","...","   Durable goods manufacturing",1107,1009,1219,1094,1305,1345,1255,1315,1334,1259,1301,1312,1351,1372
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","14","321","    Wood products manufacturing",7,7,7,8,9,9,5,6,4,3,5,"(D)",6,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",20,22,18,23,20,21,21,21,21,16,13,"(D)",9,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","16","331","    Primary metals manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)",20,21,20,21,"(D)","(D)","(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","17","332","    Fabricated metal products",85,85,85,74,72,70,73,66,65,69,70,"(D)",77,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","18","333","    Machinery manufacturing",33,28,32,38,36,41,45,53,48,50,93,"(D)",71,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","19","334","    Computer and electronic products manufacturing",366,350,398,425,529,495,629,635,664,649,654,"(D)",708,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing",55,46,44,51,56,62,60,70,57,43,38,"(D)",42,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",156,181,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","23","337","    Furniture and related products manufacturing",13,17,18,20,21,20,19,18,15,13,12,"(D)",11,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","24","339","    Miscellaneous manufacturing",244,284,325,238,306,387,170,219,224,215,204,"(D)",225,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","25","...","   Nondurable goods manufacturing",301,307,348,392,496,487,558,614,548,508,484,594,650,692
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing",134,165,157,141,150,175,193,199,234,201,179,235,241,"(NA)"
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","27","313-314","    Textile mills and textile product mills",2,2,3,3,3,"(D)",4,"(D)","(D)","(D)","(D)",3,"(D)","(NA)"
