"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","1","...","All industry total",121885,131560,140086,150710,161031,168789,175653,178066,174640,176461,183453,193090,200249,206817
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","2","..."," Private industries",97389,105808,112538,121557,130884,136854,141398,141516,136921,137220,142953,152230,159695,165343
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",648,657,726,794,809,809,757,673,663,754,644,618,663,609
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","4","111-112","   Farms",551,565,641,707,728,711,665,570,570,643,523,492,535,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","5","113-115","   Forestry, fishing, and related activities",97,91,85,88,82,98,92,102,93,111,121,127,129,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","6","21","  Mining",105,108,140,192,279,354,319,418,219,226,301,356,353,355
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","7","211","   Oil and gas extraction","(D)",54,"(D)",112,196,241,225,341,118,"(D)","(D)","(D)",266,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","8","212","   Mining, except oil and gas","(D)",50,"(D)",77,79,107,84,67,98,74,76,"(D)",73,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","9","213","   Support activities for mining",2,4,6,3,4,6,11,9,3,"(D)","(D)","(D)",13,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","10","22","  Utilities",1202,1934,2216,2305,2233,2548,2654,2887,3388,3403,3631,3436,3480,2782
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","11","23","  Construction",5533,5755,6372,7762,8782,9351,9094,7733,6430,5855,5893,6178,6525,6828
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","12","31-33","  Manufacturing",11158,11084,11921,12181,12873,13400,14486,14959,15676,15878,15834,17410,17711,19625
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","13","...","   Durable goods manufacturing",8346,8530,9146,8896,9761,9779,10576,11094,11437,10875,10939,11142,11667,12373
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","14","321","    Wood products manufacturing",69,74,78,90,95,84,64,55,49,53,35,"(D)",40,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",214,234,244,312,330,339,292,245,184,176,163,"(D)",143,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","16","331","    Primary metals manufacturing",74,67,57,66,83,98,87,113,73,75,85,"(D)",94,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","17","332","    Fabricated metal products",636,599,626,623,683,575,619,599,531,533,586,"(D)",641,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","18","333","    Machinery manufacturing",886,932,867,877,903,937,1033,1082,999,928,1120,"(D)",1180,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","19","334","    Computer and electronic products manufacturing",3529,3520,4065,3672,4193,4046,4325,4666,4926,4737,4526,"(D)",5367,"(NA)"
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing",255,308,302,265,276,274,311,331,265,274,265,"(D)",211,"(NA)"
