"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing",10,8,7,1,1,1,1,4,2,6,7,"(D)",4,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","29","322","    Paper products manufacturing",7,"(D)","(D)","(D)","(D)","(D)",7,7,"(D)",9,8,8,9,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","30","323","    Printing and related support activities",42,44,44,49,59,63,56,48,51,54,54,49,49,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","31","324","    Petroleum and coal products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","32","325","    Chemical products manufacturing",36,22,25,34,52,57,124,102,132,106,99,86,79,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","33","326","    Plastics and rubber products manufacturing",51,47,36,38,27,42,26,43,36,37,36,51,33,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","34","42","  Wholesale trade",603,632,655,736,849,1002,1074,1126,993,967,995,1012,1032,1063
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","35","44-45","  Retail trade",1826,1930,2033,2147,2268,2490,2568,2423,2246,2260,2331,2404,2514,2603
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","36","48-49","  Transportation and warehousing",455,445,486,561,642,713,682,720,656,683,734,764,779,824
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","37","481","   Air transportation",24,16,17,20,39,42,50,48,47,54,48,46,37,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","38","482","   Rail transportation",133,129,146,174,187,213,202,236,193,204,227,226,232,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","39","483","   Water transportation","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","40","484","   Truck transportation",96,96,107,132,151,168,163,158,137,146,141,161,151,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","41","485","   Transit and ground passenger transportation",69,67,66,67,70,78,81,84,96,99,99,98,102,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","42","486","   Pipeline transportation",13,15,15,13,"(D)","(D)",20,23,24,26,"(D)",27,"(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","43","487-488, 492","   Other transportation and support activities",102,104,118,136,"(D)","(D)",154,160,148,144,"(D)",178,"(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","44","493","   Warehousing and storage",19,18,17,20,20,19,12,11,11,11,30,29,28,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","45","51","  Information",699,910,944,1069,1071,1038,1091,921,873,815,795,878,892,921
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","46","511","   Publishing industries, except Internet (includes software)","(D)","(D)",520,"(D)","(D)",536,616,495,440,421,402,451,478,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","47","512","   Motion picture and sound recording industries",33,57,51,36,16,16,35,18,90,79,74,110,119,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","48","515, 517","   Broadcasting and telecommunications",279,232,232,298,287,289,384,336,291,271,277,267,248,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","49","518, 519","   Data processing, internet publishing, and other information services","(D)","(D)",141,"(D)","(D)",196,57,71,51,43,43,50,47,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","50","52, 53","  Finance, insurance, real estate, rental, and leasing",3280,3567,4012,4182,4672,4743,5213,5289,5578,5492,4919,5019,5303,5313
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","51","52","   Finance and insurance",895,978,1210,1133,1270,1064,999,846,1004,1228,1129,1226,1331,1360
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","52","521-522","    Federal Reserve banks, credit intermediation, and related services",451,"(D)","(D)","(D)",849,610,598,498,"(D)","(D)",506,512,571,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","53","523","    Securities, commodity contracts, and investments",96,74,120,106,"(D)",169,88,32,192,205,163,171,"(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","54","524","    Insurance carriers and related activities",342,313,269,332,266,264,303,302,289,429,445,523,535,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","55","525","    Funds, trusts, and other financial vehicles",6,"(D)","(D)","(D)","(D)",20,9,14,"(D)","(D)",16,20,"(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","56","53","   Real estate and rental and leasing",2384,2590,2802,3049,3403,3680,4214,4442,4574,4264,3789,3793,3972,3953
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","57","531","    Real estate",2156,2331,2558,2801,3132,3356,3915,4085,4271,4000,3499,3443,3609,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","58","532-533","    Rental and leasing services and lessors of intangible assets",228,259,244,248,270,324,299,358,303,264,290,350,362,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","59","54, 55, 56","  Professional and business services",2101,2180,2232,2464,2900,3262,3601,3694,3340,3308,3393,3401,3491,3595
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","60","54","   Professional, scientific, and technical services",1143,1243,1260,1453,1713,1971,2238,2270,2009,1974,2033,2019,2084,2111
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","64","55","   Management of companies and enterprises",131,123,130,122,163,184,196,229,207,221,205,199,186,196
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","65","56","   Administrative and waste management services",826,814,842,888,1024,1106,1167,1195,1123,1112,1154,1182,1220,1289
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","66","561","    Administrative and support services",798,781,806,845,975,1058,1119,1146,1076,1059,1119,1144,1160,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","67","562","    Waste management and remediation services",29,32,35,43,49,48,49,48,47,53,35,38,61,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","68","61, 62","  Educational services, health care, and social assistance",1825,2010,2194,2428,2626,2919,3127,3468,3617,3618,3718,3813,3830,3943
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","69","61","   Educational services",90,115,129,154,161,181,190,209,223,224,238,270,278,292
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","70","62","   Health care and social assistance",1735,1895,2065,2274,2465,2738,2938,3259,3393,3394,3479,3543,3552,3651
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","71","621","    Ambulatory health care services",882,965,1052,1162,1275,1424,1526,1672,1779,1755,1859,1906,1781,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","72","622-623","    Hospitals and nursing and residential care facilities",681,739,794,879,938,1051,1117,1274,1300,1319,1313,1334,1462,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","73","624","    Social assistance",172,191,220,233,251,263,294,312,314,320,307,303,309,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",1130,1161,1137,1247,1323,1389,1419,1374,1310,1324,1369,1453,1449,1542
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","75","71","   Arts, entertainment, and recreation",200,209,197,210,219,247,246,233,213,223,220,216,214,233
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","76","711-712","    Performing arts, spectator sports, museums, and related activities",78,86,90,94,98,115,104,92,83,87,83,88,90,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","77","713","    Amusements, gambling, and recreation industries",122,123,107,116,121,132,142,141,130,136,136,128,125,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","78","72","   Accommodation and food services",930,953,940,1037,1103,1142,1173,1141,1097,1102,1149,1238,1235,1308
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","79","721","    Accommodation",362,358,330,371,389,381,389,374,315,323,350,394,401,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","80","722","    Food services and drinking places",568,595,610,666,714,761,784,767,782,779,800,843,834,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","81","81","  Other services, except government",654,705,698,713,759,860,889,879,852,835,853,903,937,988
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","82","92"," Government",4531,4728,4992,5275,5677,6018,6303,6747,6548,7157,7374,7696,7753,7819
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","83","...","  Federal civilian",757,813,870,941,1024,1073,1176,1266,1368,1435,1500,1551,1517,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","84","...","  Federal military",563,660,727,779,803,810,812,873,1001,1117,1166,1193,1194,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","85","...","  State and local",3211,3256,3395,3555,3850,4135,4315,4608,4179,4605,4708,4952,5043,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","86","11, 21","Natural resources and mining",245,227,245,338,524,713,780,794,783,1037,1333,1312,1270,1328
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","87","42, 44-45","Trade",2429,2562,2689,2883,3117,3492,3641,3549,3239,3227,3326,3416,3546,3667
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","88","...","Transportation and utilities",912,865,977,1188,1257,1421,1406,1426,1442,1524,1607,1603,1549,1803
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","89","...","Private goods-producing industries",5677,4827,5536,5138,5672,6202,7129,6626,5627,5906,5962,6281,6116,6128
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","90","...","Private services-providing industries",13028,13961,14883,16174,17725,19124,20387,20600,20250,20144,19978,20486,20996,21770
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","1","...","All industry total",88.352,87.697,93.025,94.826,100.266,104.322,109.218,107.657,100.000,101.243,99.947,101.460,100.829,101.329
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","2","..."," Private industries",86.934,86.059,92.438,94.506,100.552,105.176,111.160,108.255,100.000,99.968,98.035,99.127,98.574,99.413
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",82.081,"(D)","(D)","(D)",175.325,182.932,91.347,79.287,100.000,76.752,85.464,67.821,71.577,72.446
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","4","111-112","   Farms",63.593,112.167,137.115,150.755,191.150,194.975,85.587,72.864,100.000,71.400,82.497,61.810,66.729,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","5","113-115","   Forestry, fishing, and related activities",156.122,"(D)","(D)","(D)",101.517,124.422,115.381,107.431,100.000,98.369,95.073,96.140,92.748,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","6","21","  Mining",75.684,"(D)","(D)","(D)",98.940,118.130,122.152,110.525,100.000,121.901,141.794,141.651,142.207,150.476
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","7","211","   Oil and gas extraction",1.682,3.492,45.879,21.455,25.497,39.522,58.117,53.858,100.000,293.040,814.143,1242.414,1140.389,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","8","212","   Mining, except oil and gas",74.917,"(D)","(D)","(D)",98.787,118.204,122.235,109.834,100.000,"(D)",140.289,139.978,140.425,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","9","213","   Support activities for mining",234.167,154.780,205.261,171.724,148.149,128.600,130.983,276.422,100.000,"(D)",547.921,579.149,614.476,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","10","22","  Utilities",81.284,77.790,85.056,105.173,97.302,103.450,104.623,101.761,100.000,109.893,113.303,112.590,99.705,120.187
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","11","23","  Construction",128.747,123.059,127.690,139.723,148.975,158.274,152.219,132.253,100.000,91.293,85.528,82.887,86.744,79.063
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","12","31-33","  Manufacturing",122.622,99.838,119.844,100.336,101.966,102.897,128.771,122.182,100.000,106.161,100.598,108.125,99.270,97.380
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","13","...","   Durable goods manufacturing",128.765,"(D)","(D)","(D)",106.278,105.772,131.995,124.566,100.000,108.205,102.954,111.901,102.785,100.230
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","14","321","    Wood products manufacturing",67.443,65.640,81.993,87.940,112.871,122.782,129.667,123.133,100.000,68.022,61.027,61.781,61.067,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",126.134,112.172,141.022,157.203,167.347,197.304,246.628,176.441,100.000,102.600,95.175,79.876,94.612,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","16","331","    Primary metals manufacturing",135.740,121.229,67.392,60.602,19.564,40.198,118.969,61.882,100.000,57.911,99.177,114.849,147.767,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","17","332","    Fabricated metal products",140.473,162.481,143.425,151.469,139.011,137.886,141.291,130.767,100.000,102.372,103.880,117.849,120.058,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","18","333","    Machinery manufacturing",77.025,92.589,115.679,118.750,152.467,159.732,171.450,134.357,100.000,137.485,130.861,120.663,124.202,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","19","334","    Computer and electronic products manufacturing",108.925,158.323,213.513,173.199,99.995,97.858,103.806,113.752,100.000,"(D)","(D)","(D)",128.820,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing",50.197,85.306,86.581,70.162,80.418,103.123,122.525,109.297,100.000,100.289,86.687,84.217,68.967,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","23","337","    Furniture and related products manufacturing",336.986,195.659,194.941,192.276,204.526,212.250,179.715,140.689,100.000,88.510,75.821,88.399,99.936,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","24","339","    Miscellaneous manufacturing",99.661,106.751,113.562,85.245,94.930,101.944,111.348,95.260,100.000,101.159,96.037,82.787,101.651,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","25","...","   Nondurable goods manufacturing",69.414,"(D)","(D)","(D)",65.220,79.049,102.237,102.744,100.000,89.752,81.759,78.350,71.569,74.777
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing",65.633,62.845,63.188,53.469,"(D)",74.497,102.001,117.805,100.000,89.136,83.783,82.165,82.621,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","27","313-314","    Textile mills and textile product mills","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing",442.870,340.984,293.604,54.668,61.801,50.182,50.474,172.556,100.000,311.851,323.582,"(D)",209.669,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","29","322","    Paper products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","30","323","    Printing and related support activities",77.228,86.599,87.867,97.563,114.742,119.419,106.211,94.425,100.000,106.950,112.630,103.258,101.694,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","31","324","    Petroleum and coal products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","32","325","    Chemical products manufacturing",37.174,21.976,24.785,33.316,49.255,52.298,113.519,84.550,100.000,79.994,69.188,57.336,51.826,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","33","326","    Plastics and rubber products manufacturing",163.658,148.824,118.890,127.393,88.935,128.179,79.244,131.401,100.000,106.438,99.889,133.154,85.144,"(NA)"
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","34","42","  Wholesale trade",74.150,78.099,81.810,89.092,100.239,114.304,119.953,121.962,100.000,95.182,95.700,94.364,94.524,96.043
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","35","44-45","  Retail trade",91.706,97.211,103.014,106.674,110.047,117.406,117.784,109.163,100.000,99.843,100.967,101.215,104.029,106.373
"46060","Tucson, AZ (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","36","48-49","  Transportation and warehousing",89.745,85.805,92.499,104.885,115.191,121.912,113.925,114.318,100.000,102.873,107.010,105.954,103.484,106.266
