"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","14","321","    Wood products manufacturing",17,22,25,22,13,11,10,8,6,5,4,4,"(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",27,28,33,41,50,56,57,57,39,32,31,33,31,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","16","331","    Primary metals manufacturing",10,9,8,13,11,13,22,26,15,21,20,22,24,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","17","332","    Fabricated metal products",25,24,25,26,29,34,47,41,42,38,52,69,74,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","18","333","    Machinery manufacturing",23,21,26,37,40,44,28,22,12,13,25,29,29,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","19","334","    Computer and electronic products manufacturing",17,11,9,8,10,13,11,13,14,20,17,15,15,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",69,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",39,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing",15,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",96,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","23","337","    Furniture and related products manufacturing",9,11,13,17,20,25,26,21,27,37,34,32,31,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","24","339","    Miscellaneous manufacturing",10,9,10,11,14,11,13,14,15,14,15,17,25,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","25","...","   Nondurable goods manufacturing","(D)",339,304,338,297,319,305,249,248,245,250,262,275,257
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing",160,164,152,182,162,189,170,139,145,134,132,"(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","27","313-314","    Textile mills and textile product mills","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2,3,"(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing",112,61,33,21,22,10,8,9,4,"(D)","(D)",8,8,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","29","322","    Paper products manufacturing",61,58,57,61,52,55,53,51,56,60,62,60,55,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","30","323","    Printing and related support activities",4,3,4,4,5,4,4,4,3,4,5,6,6,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","31","324","    Petroleum and coal products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","32","325","    Chemical products manufacturing",3,4,5,6,6,7,8,8,8,8,7,8,8,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","33","326","    Plastics and rubber products manufacturing",32,26,30,30,20,23,20,14,9,8,9,11,25,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","34","42","  Wholesale trade",451,503,579,669,779,875,932,966,935,958,1036,1140,1280,1364
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","35","44-45","  Retail trade",1036,1096,1166,1226,1357,1460,1563,1559,1615,1726,1832,1993,2190,2342
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","36","48-49","  Transportation and warehousing",324,318,338,411,427,493,490,614,577,669,767,746,781,812
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","37","481","   Air transportation","(D)","(D)","(D)",6,6,7,9,9,8,8,8,8,8,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","38","482","   Rail transportation",2,2,3,"(D)","(D)","(D)",3,4,3,3,4,4,4,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","39","483","   Water transportation","(L)","(L)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","40","484","   Truck transportation",143,154,178,214,240,278,277,353,328,358,417,411,440,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","41","485","   Transit and ground passenger transportation",10,13,12,18,17,21,20,23,26,32,35,35,37,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","42","486","   Pipeline transportation",75,28,27,29,24,27,37,53,49,83,107,83,82,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","43","487-488, 492","   Other transportation and support activities","(D)","(D)","(D)",90,91,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","44","493","   Warehousing and storage",24,26,29,49,43,50,43,61,59,61,67,68,64,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","45","51","  Information",151,167,205,330,352,393,417,331,333,307,310,320,375,409
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","46","511","   Publishing industries, except Internet (includes software)",19,26,31,35,36,29,40,41,38,38,40,41,45,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","47","512","   Motion picture and sound recording industries",15,17,17,26,20,21,29,23,35,35,33,34,39,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","48","515, 517","   Broadcasting and telecommunications",116,120,151,263,287,328,337,255,249,226,231,238,285,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","49","518, 519","   Data processing, internet publishing, and other information services",2,5,6,6,9,15,10,13,10,8,6,6,6,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","50","52, 53","  Finance, insurance, real estate, rental, and leasing",658,713,842,880,1002,1098,1079,1102,1131,1265,1436,1534,1634,1698
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","51","52","   Finance and insurance",305,354,403,415,471,546,512,487,440,465,511,541,578,594
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","52","521-522","    Federal Reserve banks, credit intermediation, and related services",203,244,269,260,307,364,342,330,283,296,324,341,364,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","53","523","    Securities, commodity contracts, and investments",24,20,22,22,26,31,25,16,27,28,29,36,36,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","54","524","    Insurance carriers and related activities",79,89,112,133,138,151,146,140,130,141,158,164,177,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","55","525","    Funds, trusts, and other financial vehicles","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","56","53","   Real estate and rental and leasing",352,359,439,465,532,551,567,615,691,800,925,993,1055,1104
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","57","531","    Real estate",281,269,335,366,439,442,455,498,583,679,780,812,859,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","58","532-533","    Rental and leasing services and lessors of intangible assets",72,90,103,99,93,110,112,117,108,121,144,182,196,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","59","54, 55, 56","  Professional and business services",407,485,524,580,623,686,722,823,818,817,883,908,957,991
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","60","54","   Professional, scientific, and technical services",240,273,304,338,340,371,387,423,399,399,422,437,446,469
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","64","55","   Management of companies and enterprises",2,3,6,7,9,8,14,21,28,38,32,32,39,41
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","65","56","   Administrative and waste management services",166,209,214,235,275,308,321,379,392,380,428,438,471,482
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","66","561","    Administrative and support services",148,184,187,210,255,287,298,358,375,358,403,407,440,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","67","562","    Waste management and remediation services",17,25,27,24,20,21,23,20,17,23,26,31,31,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","68","61, 62","  Educational services, health care, and social assistance",1227,1222,1275,1403,1576,1732,1848,2079,2363,2448,2480,2447,2524,2619
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","69","61","   Educational services",27,34,41,46,47,52,53,52,63,72,75,73,71,81
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","70","62","   Health care and social assistance",1201,1188,1234,1356,1529,1679,1796,2027,2300,2376,2405,2375,2453,2538
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","71","621","    Ambulatory health care services",715,710,741,805,915,992,1064,1193,1371,1406,1428,1401,1388,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","72","622-623","    Hospitals and nursing and residential care facilities",360,358,368,416,464,516,550,629,709,736,738,735,768,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","73","624","    Social assistance",127,120,125,134,151,171,182,205,220,234,240,238,297,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",350,381,413,435,454,495,517,533,559,588,598,624,696,734
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","75","71","   Arts, entertainment, and recreation",33,37,42,44,44,49,53,50,53,54,56,57,71,78
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","76","711-712","    Performing arts, spectator sports, museums, and related activities",8,11,15,18,18,21,21,20,22,21,22,22,24,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","77","713","    Amusements, gambling, and recreation industries",25,26,27,26,26,28,33,30,31,33,34,35,47,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","78","72","   Accommodation and food services",317,343,371,390,410,446,464,483,506,534,542,567,624,655
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","79","721","    Accommodation",57,62,62,62,62,68,75,73,69,73,75,69,75,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","80","722","    Food services and drinking places",260,282,309,328,348,378,389,410,437,461,468,498,549,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","81","81","  Other services, except government",310,348,362,389,413,445,467,483,496,501,500,532,566,598
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","82","92"," Government",1974,2138,2309,2429,2597,2720,2959,3178,3393,3553,3592,3751,3841,3935
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","83","...","  Federal civilian",227,246,263,282,300,306,330,368,386,430,449,478,486,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","84","...","  Federal military",25,35,52,58,65,62,66,79,92,91,89,88,86,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","85","...","  State and local",1721,1858,1994,2089,2232,2352,2563,2731,2916,3032,3053,3185,3270,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","86","11, 21","Natural resources and mining",411,385,481,514,587,691,768,802,669,771,735,939,966,990
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","87","42, 44-45","Trade",1487,1599,1745,1895,2136,2334,2495,2525,2550,2684,2867,3133,3470,3705
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","88","...","Transportation and utilities",448,447,481,564,584,672,658,773,754,855,945,974,1030,1088
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","89","...","Private goods-producing industries",1437,1400,1518,1650,1733,1915,2034,1969,1789,1892,1903,2233,2361,2449
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","90","...","Private services-providing industries",5037,5362,5847,6475,7142,7855,8203,8649,9004,9466,10019,10473,11251,11842
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","1","...","All industry total",74.284,76.798,81.356,85.615,90.048,94.857,96.599,98.508,100.000,103.175,105.180,109.232,113.440,116.265
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","2","..."," Private industries",72.949,75.125,80.074,85.561,90.599,96.714,97.814,99.214,100.000,103.591,106.492,110.941,116.267,119.763
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",73.681,81.014,91.578,85.693,97.935,96.881,78.956,72.404,100.000,106.641,55.411,81.542,75.554,69.866
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","4","111-112","   Farms",80.822,87.212,102.098,88.508,106.396,97.743,67.200,64.136,100.000,107.517,27.453,61.744,61.146,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","5","113-115","   Forestry, fishing, and related activities",60.931,69.741,72.849,82.013,83.496,95.396,101.032,87.361,100.000,105.184,111.488,114.346,96.506,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","6","21","  Mining",93.942,75.123,79.244,74.796,78.544,100.478,114.299,112.333,100.000,100.418,121.697,145.977,150.066,161.729
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","7","211","   Oil and gas extraction",52.672,62.604,69.443,"(D)","(D)","(D)",80.950,67.500,100.000,79.950,92.870,121.508,136.400,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","8","212","   Mining, except oil and gas",144.489,135.317,152.498,"(D)","(D)","(D)",124.128,105.343,100.000,96.933,99.840,102.368,68.866,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","9","213","   Support activities for mining",118.162,81.871,83.808,85.005,92.336,127.297,142.432,153.645,100.000,116.552,146.439,167.816,165.494,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","10","22","  Utilities",97.350,105.978,109.017,112.989,110.005,115.207,107.496,101.332,100.000,107.932,102.183,135.167,142.467,150.308
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","11","23","  Construction",101.236,107.768,115.057,117.546,113.305,110.371,108.988,103.783,100.000,100.733,100.009,108.473,111.583,111.645
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","12","31-33","  Manufacturing",139.108,125.324,119.161,131.375,120.892,127.726,129.227,112.738,100.000,101.374,108.210,113.988,122.811,124.994
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","13","...","   Durable goods manufacturing","(D)",93.580,95.564,101.273,104.840,110.735,120.592,118.216,100.000,106.783,122.460,136.283,150.807,162.050
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","14","321","    Wood products manufacturing",264.670,336.070,371.522,283.539,169.628,148.160,160.386,134.876,100.000,77.229,81.221,74.530,"(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",81.686,84.538,101.477,123.402,143.139,145.118,146.729,154.660,100.000,84.868,83.972,86.925,75.818,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","16","331","    Primary metals manufacturing",70.392,63.411,59.048,76.292,57.424,56.894,89.168,105.618,100.000,110.743,92.427,117.877,145.295,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","17","332","    Fabricated metal products",78.038,75.014,77.431,79.554,85.225,101.589,137.109,113.370,100.000,98.386,134.374,169.850,176.930,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","18","333","    Machinery manufacturing",204.508,187.272,233.155,342.063,366.820,403.421,257.602,195.583,100.000,112.030,212.265,236.126,225.966,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","19","334","    Computer and electronic products manufacturing",62.714,44.166,39.232,40.569,50.708,74.378,69.813,89.155,100.000,145.169,132.568,113.607,112.148,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","23","337","    Furniture and related products manufacturing",36.742,45.001,54.163,73.895,85.770,107.046,106.904,88.902,100.000,143.986,132.093,119.034,115.560,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","24","339","    Miscellaneous manufacturing",65.935,62.031,62.980,74.609,93.818,73.302,88.891,94.230,100.000,93.401,101.810,112.968,158.354,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","25","...","   Nondurable goods manufacturing","(D)",159.538,144.551,163.860,138.053,145.892,138.449,107.356,100.000,96.238,95.023,93.708,97.522,91.709
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing",134.590,129.957,121.642,151.297,132.084,158.381,142.853,107.635,100.000,94.299,95.187,"(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","27","313-314","    Textile mills and textile product mills","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing",2433.134,1341.847,732.911,483.357,509.204,232.994,188.453,213.829,100.000,"(D)","(D)",184.960,204.880,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","29","322","    Paper products manufacturing",124.966,122.005,123.644,137.338,115.489,115.179,107.919,98.773,100.000,102.022,105.859,102.260,90.198,"(NA)"
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"," ","800","Quantity indexes for real GDP by metropolitan area","30","323","    Printing and related support activities",104.224,95.400,116.196,127.364,134.887,100.706,111.313,123.260,100.000,103.068,149.795,175.559,174.228,"(NA)"
