"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","1","...","All industry total",4891,5618,5490,5705,6130,6629,6864,7183,6519,6537,6638,6636,7003,6972
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","2","..."," Private industries",3906,4584,4408,4554,4937,5320,5452,5690,4984,5013,5153,5148,5454,5404
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",10,9,8,"(D)","(D)",15,6,11,7,5,8,8,8,8
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","4","111-112","   Farms",9,8,7,6,6,14,4,9,6,3,5,5,5,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","5","113-115","   Forestry, fishing, and related activities",2,1,1,"(D)","(D)",2,2,2,2,2,2,3,3,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","6","21","  Mining",110,119,157,"(D)","(D)",325,281,566,"(D)",231,304,206,233,257
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","7","211","   Oil and gas extraction","(D)","(D)","(D)","(D)","(D)",303,259,543,"(D)",220,"(D)",195,223,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","8","212","   Mining, except oil and gas",4,4,3,4,5,14,15,13,10,9,9,9,8,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","9","213","   Support activities for mining","(D)","(D)","(D)","(D)",5,8,7,10,"(D)",2,"(D)",2,3,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","10","22","  Utilities",24,28,28,32,25,30,29,27,37,40,40,32,35,36
