"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","1","...","All industry total",4175,4331,4496,4566,4875,5267,5693,5914,6165,6286,6612,6931,7109,7363
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","2","..."," Private industries",3163,3278,3373,3349,3551,3828,4147,4230,4409,4451,4730,5045,5166,5401
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","4","111-112","   Farms",34,22,31,42,28,34,46,44,48,44,49,70,64,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","5","113-115","   Forestry, fishing, and related activities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","6","21","  Mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","7","211","   Oil and gas extraction","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","8","212","   Mining, except oil and gas","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","9","213","   Support activities for mining","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","10","22","  Utilities",13,13,13,14,15,16,17,17,20,21,22,23,21,23
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","11","23","  Construction",234,183,187,206,239,260,277,245,215,199,178,194,197,209
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","12","31-33","  Manufacturing",986,1113,1057,893,908,1047,1284,1321,1469,1442,1682,1743,1709,1735
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","13","...","   Durable goods manufacturing",276,282,293,328,335,368,371,367,304,391,397,453,399,403
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","14","321","    Wood products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",7,4,4,5,7,8,9,8,6,6,6,"(D)",5,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","16","331","    Primary metals manufacturing","(L)","(L)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","17","332","    Fabricated metal products",49,69,59,69,72,81,84,76,73,85,79,111,90,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","18","333","    Machinery manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)",99,71,102,120,"(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","19","334","    Computer and electronic products manufacturing",10,9,6,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","23","337","    Furniture and related products manufacturing",1,1,1,1,1,"(D)","(D)",1,1,1,"(D)","(D)",2,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","24","339","    Miscellaneous manufacturing",28,25,24,24,22,27,52,70,64,88,84,91,18,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","25","...","   Nondurable goods manufacturing",710,831,763,565,573,678,914,955,1165,1051,1285,1290,1310,1332
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing","(D)","(D)","(D)",145,144,213,308,"(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","27","313-314","    Textile mills and textile product mills",44,50,41,50,"(D)",34,"(D)","(D)","(D)","(D)",17,17,"(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing",5,"(D)","(D)","(D)","(D)","(D)","(D)",2,2,2,"(L)","(L)","(L)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","29","322","    Paper products manufacturing",20,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","30","323","    Printing and related support activities",8,10,11,11,8,10,9,9,8,8,3,2,2,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","31","324","    Petroleum and coal products manufacturing","(L)","(L)","(L)","(L)","(D)","(D)","(D)","(D)","(L)","(L)","(L)","(L)","(L)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","32","325","    Chemical products manufacturing","(D)",561,527,325,341,386,544,633,737,693,937,905,939,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","33","326","    Plastics and rubber products manufacturing",7,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",5,5,5,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","34","42","  Wholesale trade",150,151,164,153,159,161,169,173,180,196,192,192,194,221
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","35","44-45","  Retail trade",283,299,319,329,360,376,376,381,377,409,399,416,426,454
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","36","48-49","  Transportation and warehousing",29,34,37,40,43,49,53,50,50,51,50,52,54,56
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","37","481","   Air transportation","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","38","482","   Rail transportation",1,1,1,1,1,1,1,1,1,1,1,1,1,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","39","483","   Water transportation","(L)","(L)","(L)","(D)","(D)","(D)","(L)","(L)","(L)","(L)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","40","484","   Truck transportation",11,11,12,11,11,13,16,15,17,16,16,18,18,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","41","485","   Transit and ground passenger transportation",3,"(D)","(D)",6,7,"(D)",8,7,7,7,7,8,8,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","42","486","   Pipeline transportation","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","43","487-488, 492","   Other transportation and support activities","(D)","(D)",14,17,17,20,"(D)","(D)","(D)","(D)",23,"(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","44","493","   Warehousing and storage",3,3,3,4,4,4,4,4,3,2,2,2,2,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","45","51","  Information",76,88,114,129,139,142,151,152,135,129,120,135,128,131
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","46","511","   Publishing industries, except Internet (includes software)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",26,"(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","47","512","   Motion picture and sound recording industries","(D)","(D)","(D)","(D)","(D)","(D)",7,9,13,15,13,"(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","48","515, 517","   Broadcasting and telecommunications",60,65,86,96,103,109,111,112,"(D)",89,83,98,91,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","49","518, 519","   Data processing, internet publishing, and other information services","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","50","52, 53","  Finance, insurance, real estate, rental, and leasing",556,503,567,587,642,653,590,634,682,665,678,725,814,895
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","51","52","   Finance and insurance",205,246,268,283,312,301,233,275,268,295,322,325,385,432
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","52","521-522","    Federal Reserve banks, credit intermediation, and related services",154,196,214,228,249,234,172,"(D)","(D)","(D)",271,268,318,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","53","523","    Securities, commodity contracts, and investments","(D)","(D)",12,12,16,17,13,7,13,13,"(D)","(D)",22,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","54","524","    Insurance carriers and related activities",31,34,38,40,42,47,42,39,34,30,35,35,41,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","55","525","    Funds, trusts, and other financial vehicles","(D)","(D)",4,3,5,4,6,"(D)","(D)","(D)","(D)","(D)",5,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","56","53","   Real estate and rental and leasing",351,257,299,304,330,352,357,359,414,371,356,401,428,464
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","57","531","    Real estate",314,184,221,239,262,270,279,277,347,314,303,344,360,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","58","532-533","    Rental and leasing services and lessors of intangible assets",37,73,78,65,68,82,78,82,68,56,53,57,69,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","59","54, 55, 56","  Professional and business services",261,265,258,283,300,333,356,355,334,381,451,521,574,600
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","60","54","   Professional, scientific, and technical services",119,122,113,125,129,134,131,126,129,143,151,159,174,176
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","64","55","   Management of companies and enterprises",66,61,55,57,56,72,78,79,65,67,79,94,98,111
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","65","56","   Administrative and waste management services",75,82,90,100,115,127,148,149,140,171,222,267,301,313
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","66","561","    Administrative and support services",70,76,84,95,108,121,141,146,137,167,218,263,298,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","67","562","    Waste management and remediation services",5,6,6,5,6,6,6,3,3,4,4,4,3,"(NA)"
"24780","Greenville, NC (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","68","61, 62","  Educational services, health care, and social assistance",313,363,379,414,441,468,530,556,588,574,567,610,615,635
